region,parent_region,subset,amplitude value,amplitude stderr,decay value,decay stderr
Afghanistan,#Global,confirmed,1.0000000000021811,,-1.0,
Afghanistan,#Global,recovered,0.0,,-1.0,
Afghanistan,#Global,deaths,0.0,,-1.0,
Albania,#Global,confirmed,2.0000000000043623,,-1.0,
Albania,#Global,recovered,0.0,,-1.0,
Albania,#Global,deaths,0.0,,-1.0,
Algeria,#Global,confirmed,1.0000000000021811,,-1.0,
Algeria,#Global,recovered,0.0,,-1.0,
Algeria,#Global,deaths,0.0,,-1.0,
Andorra,#Global,confirmed,1.0000000000021811,,-1.0,
Andorra,#Global,recovered,0.0,,-1.0,
Andorra,#Global,deaths,0.0,,-1.0,
Angola,#Global,confirmed,1.0000000000021811,,-1.0,
Angola,#Global,recovered,0.0,,-1.0,
Angola,#Global,deaths,0.0,,-1.0,
Antigua and Barbuda,#Global,confirmed,1.0000000000021811,,-1.0,
Antigua and Barbuda,#Global,recovered,0.0,,-1.0,
Antigua and Barbuda,#Global,deaths,0.0,,-1.0,
Argentina,#Global,confirmed,1.0000000000021811,,-1.0,
Argentina,#Global,recovered,0.0,,-1.0,
Argentina,#Global,deaths,0.0,,-1.0,
Armenia,#Global,confirmed,1.0000000000021811,,-1.0,
Armenia,#Global,recovered,0.0,,-1.0,
Armenia,#Global,deaths,0.0,,-1.0,
Azerbaijan,#Global,confirmed,1.0000000000021811,,-1.0,
Azerbaijan,#Global,recovered,0.0,,-1.0,
Azerbaijan,#Global,deaths,0.0,,-1.0,
Australia,#Global,confirmed,4.000000000008725,,-1.0,
Australia,#Global,recovered,0.0,,-1.0,
Australia,#Global,deaths,0.0,,-1.0,
Bahamas,#Global,confirmed,1.0000000000021811,,-1.0,
Bahamas,#Global,recovered,0.0,,-1.0,
Bahamas,#Global,deaths,0.0,,-1.0,
Bahrain,#Global,confirmed,1.0000000000021811,,-1.0,
Bahrain,#Global,recovered,0.0,,-1.0,
Bahrain,#Global,deaths,0.0,,-1.0,
Bangladesh,#Global,confirmed,3.000000000006544,,-1.0,
Bangladesh,#Global,recovered,0.0,,-1.0,
Bangladesh,#Global,deaths,0.0,,-1.0,
Barbados,#Global,confirmed,2.0000000000043623,,-1.0,
Barbados,#Global,recovered,0.0,,-1.0,
Barbados,#Global,deaths,0.0,,-1.0,
Belarus,#Global,confirmed,1.0000000000021811,,-1.0,
Belarus,#Global,recovered,0.0,,-1.0,
Belarus,#Global,deaths,0.0,,-1.0,
Belgium,#Global,confirmed,1.0000000000021811,,-1.0,
Belgium,#Global,recovered,0.0,,-1.0,
Belgium,#Global,deaths,0.0,,-1.0,
Belize,#Global,confirmed,1.0000000000021811,,-1.0,
Belize,#Global,recovered,0.0,,-1.0,
Belize,#Global,deaths,0.0,,-1.0,
Benin,#Global,confirmed,1.0000000000021811,,-1.0,
Benin,#Global,recovered,0.0,,-1.0,
Benin,#Global,deaths,0.0,,-1.0,
Bhutan,#Global,confirmed,1.0000000000021811,,-1.0,
Bhutan,#Global,recovered,0.0,,-1.0,
Bhutan,#Global,deaths,0.0,,-1.0,
Bolivia,#Global,confirmed,2.0000000000043623,,-1.0,
Bolivia,#Global,recovered,0.0,,-1.0,
Bolivia,#Global,deaths,0.0,,-1.0,
Bosnia and Herzegovina,#Global,confirmed,2.0000000000043623,,-1.0,
Bosnia and Herzegovina,#Global,recovered,0.0,,-1.0,
Bosnia and Herzegovina,#Global,deaths,0.0,,-1.0,
Botswana,#Global,confirmed,3.000000000006544,,-1.0,
Botswana,#Global,recovered,0.0,,-1.0,
Botswana,#Global,deaths,0.0,,-1.0,
Brazil,#Global,confirmed,1.0000000000021811,,-1.0,
Brazil,#Global,recovered,0.0,,-1.0,
Brazil,#Global,deaths,0.0,,-1.0,
Brunei,#Global,confirmed,1.0000000000021811,,-1.0,
Brunei,#Global,recovered,0.0,,-1.0,
Brunei,#Global,deaths,0.0,,-1.0,
Bulgaria,#Global,confirmed,4.000000000008725,,-1.0,
Bulgaria,#Global,recovered,0.0,,-1.0,
Bulgaria,#Global,deaths,0.0,,-1.0,
Burkina Faso,#Global,confirmed,1.0000000000021811,,-1.0,
Burkina Faso,#Global,recovered,0.0,,-1.0,
Burkina Faso,#Global,deaths,0.0,,-1.0,
Burundi,#Global,confirmed,2.0000000000043623,,-1.0,
Burundi,#Global,recovered,0.0,,-1.0,
Burundi,#Global,deaths,0.0,,-1.0,
Chile,#Global,confirmed,1.0000000000021811,,-1.0,
Chile,#Global,recovered,0.0,,-1.0,
Chile,#Global,deaths,0.0,,-1.0,
China,#Global,confirmed,547.0000000010773,,-1.0,
China,#Global,recovered,28.000000000061068,,-1.0,
China,#Global,deaths,17.00000000003708,,-1.0,
Costa Rica,#Global,confirmed,1.0000000000021811,,-1.0,
Costa Rica,#Global,recovered,0.0,,-1.0,
Costa Rica,#Global,deaths,0.0,,-1.0,
Democratic Republic of the Congo,#Global,confirmed,1.0000000000021811,,-1.0,
Democratic Republic of the Congo,#Global,recovered,0.0,,-1.0,
Democratic Republic of the Congo,#Global,deaths,0.0,,-1.0,
Germany,#Global,confirmed,1.0000000000021811,,-1.0,
Germany,#Global,recovered,0.0,,-1.0,
Germany,#Global,deaths,0.0,,-1.0,
Dominica,#Global,confirmed,1.0000000000021811,,-1.0,
Dominica,#Global,recovered,0.0,,-1.0,
Dominica,#Global,deaths,0.0,,-1.0,
Dominican Republic,#Global,confirmed,1.0000000000021811,,-1.0,
Dominican Republic,#Global,recovered,0.0,,-1.0,
Dominican Republic,#Global,deaths,0.0,,-1.0,
Djibouti,#Global,confirmed,1.0000000000021811,,-1.0,
Djibouti,#Global,recovered,0.0,,-1.0,
Djibouti,#Global,deaths,0.0,,-1.0,
Denmark,#Global,confirmed,1.0000000000021811,,-1.0,
Denmark,#Global,recovered,0.0,,-1.0,
Denmark,#Global,deaths,0.0,,-1.0,
Ecuador,#Global,confirmed,6.000000000013088,,-1.0,
Ecuador,#Global,recovered,0.0,,-1.0,
Ecuador,#Global,deaths,0.0,,-1.0,
El Salvador,#Global,confirmed,1.0000000000021811,,-1.0,
El Salvador,#Global,recovered,0.0,,-1.0,
El Salvador,#Global,deaths,0.0,,-1.0,
Ivory Coast,#Global,confirmed,1.0000000000021811,,-1.0,
Ivory Coast,#Global,recovered,0.0,,-1.0,
Ivory Coast,#Global,deaths,0.0,,-1.0,
Eritrea,#Global,confirmed,1.0000000000021811,,-1.0,
Eritrea,#Global,recovered,0.0,,-1.0,
Eritrea,#Global,deaths,0.0,,-1.0,
Estonia,#Global,confirmed,1.0000000000021811,,-1.0,
Estonia,#Global,recovered,0.0,,-1.0,
Estonia,#Global,deaths,0.0,,-1.0,
Eswatini,#Global,confirmed,1.0000000000021811,,-1.0,
Eswatini,#Global,recovered,0.0,,-1.0,
Eswatini,#Global,deaths,0.0,,-1.0,
Falkland Islands (Malvinas),#Global,confirmed,2.0000000000043623,,-1.0,
Falkland Islands (Malvinas),#Global,recovered,0.0,,-1.0,
Falkland Islands (Malvinas),#Global,deaths,0.0,,-1.0,
Fiji,#Global,confirmed,1.0000000000021811,,-1.0,
Fiji,#Global,recovered,0.0,,-1.0,
Fiji,#Global,deaths,0.0,,-1.0,
Finland,#Global,confirmed,1.0000000000021811,,-1.0,
Finland,#Global,recovered,0.0,,-1.0,
Finland,#Global,deaths,0.0,,-1.0,
France,#Global,confirmed,3.000000000006544,,-1.0,
France,#Global,recovered,0.0,,-1.0,
France,#Global,deaths,0.0,,-1.0,
Gabon,#Global,confirmed,1.0000000000021811,,-1.0,
Gabon,#Global,recovered,0.0,,-1.0,
Gabon,#Global,deaths,0.0,,-1.0,
Gambia,#Global,confirmed,1.0000000000021811,,-1.0,
Gambia,#Global,recovered,0.0,,-1.0,
Gambia,#Global,deaths,0.0,,-1.0,
Georgia,#Global,confirmed,1.0000000000021811,,-1.0,
Georgia,#Global,recovered,0.0,,-1.0,
Georgia,#Global,deaths,0.0,,-1.0,
Ghana,#Global,confirmed,2.0000000000043623,,-1.0,
Ghana,#Global,recovered,0.0,,-1.0,
Ghana,#Global,deaths,0.0,,-1.0,
Grenada,#Global,confirmed,1.0000000000021811,,-1.0,
Grenada,#Global,recovered,0.0,,-1.0,
Grenada,#Global,deaths,0.0,,-1.0,
Greece,#Global,confirmed,1.0000000000021811,,-1.0,
Greece,#Global,recovered,0.0,,-1.0,
Greece,#Global,deaths,0.0,,-1.0,
United Kingdom,#Global,confirmed,2.0000000000043623,,-1.0,
United Kingdom,#Global,recovered,0.0,,-1.0,
United Kingdom,#Global,deaths,0.0,,-1.0,
Guatemala,#Global,confirmed,1.0000000000021811,,-1.0,
Guatemala,#Global,recovered,0.0,,-1.0,
Guatemala,#Global,deaths,0.0,,-1.0,
Guinea,#Global,confirmed,1.0000000000021811,,-1.0,
Guinea,#Global,recovered,0.0,,-1.0,
Guinea,#Global,deaths,0.0,,-1.0,
Guinea-Bissau,#Global,confirmed,2.0000000000043623,,-1.0,
Guinea-Bissau,#Global,recovered,0.0,,-1.0,
Guinea-Bissau,#Global,deaths,0.0,,-1.0,
Guyana,#Global,confirmed,1.0000000000021811,,-1.0,
Guyana,#Global,recovered,0.0,,-1.0,
Guyana,#Global,deaths,1.0000000000021811,,-1.0,
Haiti,#Global,confirmed,2.0000000000043623,,-1.0,
Haiti,#Global,recovered,0.0,,-1.0,
Haiti,#Global,deaths,0.0,,-1.0,
Honduras,#Global,confirmed,2.0000000000043623,,-1.0,
Honduras,#Global,recovered,0.0,,-1.0,
Honduras,#Global,deaths,0.0,,-1.0,
India,#Global,confirmed,1.0000000000021811,,-1.0,
India,#Global,recovered,0.0,,-1.0,
India,#Global,deaths,0.0,,-1.0,
Indonesia,#Global,confirmed,2.0000000000043623,,-1.0,
Indonesia,#Global,recovered,0.0,,-1.0,
Indonesia,#Global,deaths,0.0,,-1.0,
Iraq,#Global,confirmed,1.0000000000021811,,-1.0,
Iraq,#Global,recovered,0.0,,-1.0,
Iraq,#Global,deaths,0.0,,-1.0,
Iran,#Global,confirmed,2.0000000000043623,,-1.0,
Iran,#Global,recovered,0.0,,-1.0,
Iran,#Global,deaths,2.0000000000043623,,-1.0,
Ireland,#Global,confirmed,1.0000000000021811,,-1.0,
Ireland,#Global,recovered,0.0,,-1.0,
Ireland,#Global,deaths,0.0,,-1.0,
Iceland,#Global,confirmed,1.0000000000021811,,-1.0,
Iceland,#Global,recovered,0.0,,-1.0,
Iceland,#Global,deaths,0.0,,-1.0,
Israel,#Global,confirmed,1.0000000000021811,,-1.0,
Israel,#Global,recovered,0.0,,-1.0,
Israel,#Global,deaths,0.0,,-1.0,
Italy,#Global,confirmed,2.0000000000043623,,-1.0,
Italy,#Global,recovered,0.0,,-1.0,
Italy,#Global,deaths,0.0,,-1.0,
Jamaica,#Global,confirmed,1.0000000000021811,,-1.0,
Jamaica,#Global,recovered,0.0,,-1.0,
Jamaica,#Global,deaths,0.0,,-1.0,
Japan,#Global,confirmed,2.0000000000043623,,-1.0,
Japan,#Global,recovered,0.0,,-1.0,
Japan,#Global,deaths,0.0,,-1.0,
Yemen,#Global,confirmed,1.0000000000021811,,-1.0,
Yemen,#Global,recovered,0.0,,-1.0,
Yemen,#Global,deaths,0.0,,-1.0,
Jordan,#Global,confirmed,1.0000000000021811,,-1.0,
Jordan,#Global,recovered,0.0,,-1.0,
Jordan,#Global,deaths,0.0,,-1.0,
Cambodia,#Global,confirmed,1.0000000000021811,,-1.0,
Cambodia,#Global,recovered,0.0,,-1.0,
Cambodia,#Global,deaths,0.0,,-1.0,
Cameroon,#Global,confirmed,1.0000000000021811,,-1.0,
Cameroon,#Global,recovered,0.0,,-1.0,
Cameroon,#Global,deaths,0.0,,-1.0,
Canada,#Global,confirmed,1.0000000000021811,,-1.0,
Canada,#Global,recovered,0.0,,-1.0,
Canada,#Global,deaths,0.0,,-1.0,
Cape Verde,#Global,confirmed,1.0000000000021811,,-1.0,
Cape Verde,#Global,recovered,0.0,,-1.0,
Cape Verde,#Global,deaths,0.0,,-1.0,
Kazakhstan,#Global,confirmed,2.0000000000043623,,-1.0,
Kazakhstan,#Global,recovered,0.0,,-1.0,
Kazakhstan,#Global,deaths,0.0,,-1.0,
Qatar,#Global,confirmed,1.0000000000021811,,-1.0,
Qatar,#Global,recovered,0.0,,-1.0,
Qatar,#Global,deaths,0.0,,-1.0,
Kenya,#Global,confirmed,1.0000000000021811,,-1.0,
Kenya,#Global,recovered,0.0,,-1.0,
Kenya,#Global,deaths,0.0,,-1.0,
Kyrgyzstan,#Global,confirmed,3.000000000006544,,-1.0,
Kyrgyzstan,#Global,recovered,0.0,,-1.0,
Kyrgyzstan,#Global,deaths,0.0,,-1.0,
Colombia,#Global,confirmed,1.0000000000021811,,-1.0,
Colombia,#Global,recovered,0.0,,-1.0,
Colombia,#Global,deaths,0.0,,-1.0,
Comoros,#Global,confirmed,1.0000000000021811,,-1.0,
Comoros,#Global,recovered,0.0,,-1.0,
Comoros,#Global,deaths,0.0,,-1.0,
Kosovo,#Global,confirmed,2.0000000000043623,,-1.0,
Kosovo,#Global,recovered,0.0,,-1.0,
Kosovo,#Global,deaths,0.0,,-1.0,
Croatia,#Global,confirmed,1.0000000000021811,,-1.0,
Croatia,#Global,recovered,0.0,,-1.0,
Croatia,#Global,deaths,0.0,,-1.0,
Cuba,#Global,confirmed,3.000000000006544,,-1.0,
Cuba,#Global,recovered,0.0,,-1.0,
Cuba,#Global,deaths,0.0,,-1.0,
Kuwait,#Global,confirmed,1.0000000000021811,,-1.0,
Kuwait,#Global,recovered,0.0,,-1.0,
Kuwait,#Global,deaths,0.0,,-1.0,
Laos,#Global,confirmed,2.0000000000043623,,-1.0,
Laos,#Global,recovered,0.0,,-1.0,
Laos,#Global,deaths,0.0,,-1.0,
Lesotho,#Global,confirmed,1.0000000000021811,,-1.0,
Lesotho,#Global,recovered,0.0,,-1.0,
Lesotho,#Global,deaths,0.0,,-1.0,
Latvia,#Global,confirmed,1.0000000000021811,,-1.0,
Latvia,#Global,recovered,0.0,,-1.0,
Latvia,#Global,deaths,0.0,,-1.0,
Lebanon,#Global,confirmed,1.0000000000021811,,-1.0,
Lebanon,#Global,recovered,0.0,,-1.0,
Lebanon,#Global,deaths,0.0,,-1.0,
Liberia,#Global,confirmed,1.0000000000021811,,-1.0,
Liberia,#Global,recovered,0.0,,-1.0,
Liberia,#Global,deaths,0.0,,-1.0,
Libya,#Global,confirmed,1.0000000000021811,,-1.0,
Libya,#Global,recovered,0.0,,-1.0,
Libya,#Global,deaths,0.0,,-1.0,
Liechtenstein,#Global,confirmed,1.0000000000021811,,-1.0,
Liechtenstein,#Global,recovered,0.0,,-1.0,
Liechtenstein,#Global,deaths,0.0,,-1.0,
Lithuania,#Global,confirmed,1.0000000000021811,,-1.0,
Lithuania,#Global,recovered,0.0,,-1.0,
Lithuania,#Global,deaths,0.0,,-1.0,
Luxembourg,#Global,confirmed,1.0000000000021811,,-1.0,
Luxembourg,#Global,recovered,0.0,,-1.0,
Luxembourg,#Global,deaths,0.0,,-1.0,
Madagascar,#Global,confirmed,3.000000000006544,,-1.0,
Madagascar,#Global,recovered,0.0,,-1.0,
Madagascar,#Global,deaths,0.0,,-1.0,
Malawi,#Global,confirmed,3.000000000006544,,-1.0,
Malawi,#Global,recovered,0.0,,-1.0,
Malawi,#Global,deaths,0.0,,-1.0,
Malaysia,#Global,confirmed,4.000000000008725,,-1.0,
Malaysia,#Global,recovered,0.0,,-1.0,
Malaysia,#Global,deaths,0.0,,-1.0,
Maledives,#Global,confirmed,4.000000000008725,,-1.0,
Maledives,#Global,recovered,0.0,,-1.0,
Maledives,#Global,deaths,0.0,,-1.0,
Libya,#Global,confirmed,2.0000000000043623,,-1.0,
Libya,#Global,recovered,0.0,,-1.0,
Libya,#Global,deaths,0.0,,-1.0,
Malta,#Global,confirmed,3.000000000006544,,-1.0,
Malta,#Global,recovered,0.0,,-1.0,
Malta,#Global,deaths,0.0,,-1.0,
Morocco,#Global,confirmed,1.0000000000021811,,-1.0,
Morocco,#Global,recovered,0.0,,-1.0,
Morocco,#Global,deaths,0.0,,-1.0,
Mauritania,#Global,confirmed,1.0000000000021811,,-1.0,
Mauritania,#Global,recovered,0.0,,-1.0,
Mauritania,#Global,deaths,0.0,,-1.0,
Mauritius,#Global,confirmed,1.0000000000021811,,-1.0,
Mauritius,#Global,recovered,0.0,,-1.0,
Mauritius,#Global,deaths,0.0,,-1.0,
Mexico,#Global,confirmed,1.0000000000021811,,-1.0,
Mexico,#Global,recovered,0.0,,-1.0,
Mexico,#Global,deaths,0.0,,-1.0,
Moldova,#Global,confirmed,1.0000000000021811,,-1.0,
Moldova,#Global,recovered,0.0,,-1.0,
Moldova,#Global,deaths,0.0,,-1.0,
Monaco,#Global,confirmed,1.0000000000021811,,-1.0,
Monaco,#Global,recovered,0.0,,-1.0,
Monaco,#Global,deaths,0.0,,-1.0,
Mongolia,#Global,confirmed,1.0000000000021811,,-1.0,
Mongolia,#Global,recovered,0.0,,-1.0,
Mongolia,#Global,deaths,0.0,,-1.0,
Montenegro,#Global,confirmed,2.0000000000043623,,-1.0,
Montenegro,#Global,recovered,0.0,,-1.0,
Montenegro,#Global,deaths,0.0,,-1.0,
Mozambique,#Global,confirmed,1.0000000000021811,,-1.0,
Mozambique,#Global,recovered,0.0,,-1.0,
Mozambique,#Global,deaths,0.0,,-1.0,
Myanmar,#Global,confirmed,8.00000000001745,,-1.0,
Myanmar,#Global,recovered,0.0,,-1.0,
Myanmar,#Global,deaths,0.0,,-1.0,
Namibia,#Global,confirmed,2.0000000000043623,,-1.0,
Namibia,#Global,recovered,0.0,,-1.0,
Namibia,#Global,deaths,0.0,,-1.0,
Nepal,#Global,confirmed,1.0000000000021811,,-1.0,
Nepal,#Global,recovered,0.0,,-1.0,
Nepal,#Global,deaths,0.0,,-1.0,
New Zealand,#Global,confirmed,1.0000000000021811,,-1.0,
New Zealand,#Global,recovered,0.0,,-1.0,
New Zealand,#Global,deaths,0.0,,-1.0,
Nicaragua,#Global,confirmed,1.0000000000021811,,-1.0,
Nicaragua,#Global,recovered,0.0,,-1.0,
Nicaragua,#Global,deaths,0.0,,-1.0,
Netherlands,#Global,confirmed,1.0000000000021811,,-1.0,
Netherlands,#Global,recovered,0.0,,-1.0,
Netherlands,#Global,deaths,0.0,,-1.0,
Niger,#Global,confirmed,1.0000000000021811,,-1.0,
Niger,#Global,recovered,0.0,,-1.0,
Niger,#Global,deaths,0.0,,-1.0,
Nigeria,#Global,confirmed,1.0000000000021811,,-1.0,
Nigeria,#Global,recovered,0.0,,-1.0,
Nigeria,#Global,deaths,0.0,,-1.0,
North Macedonia,#Global,confirmed,1.0000000000021811,,-1.0,
North Macedonia,#Global,recovered,0.0,,-1.0,
North Macedonia,#Global,deaths,0.0,,-1.0,
Norway,#Global,confirmed,1.0000000000021811,,-1.0,
Norway,#Global,recovered,0.0,,-1.0,
Norway,#Global,deaths,0.0,,-1.0,
Oman,#Global,confirmed,2.0000000000043623,,-1.0,
Oman,#Global,recovered,0.0,,-1.0,
Oman,#Global,deaths,0.0,,-1.0,
East Timor,#Global,confirmed,1.0000000000021811,,-1.0,
East Timor,#Global,recovered,0.0,,-1.0,
East Timor,#Global,deaths,0.0,,-1.0,
Pakistan,#Global,confirmed,2.0000000000043623,,-1.0,
Pakistan,#Global,recovered,0.0,,-1.0,
Pakistan,#Global,deaths,0.0,,-1.0,
Palestinian territories,#Global,confirmed,4.000000000008725,,-1.0,
Palestinian territories,#Global,recovered,0.0,,-1.0,
Palestinian territories,#Global,deaths,0.0,,-1.0,
Panama,#Global,confirmed,1.0000000000021811,,-1.0,
Panama,#Global,recovered,0.0,,-1.0,
Panama,#Global,deaths,0.0,,-1.0,
Papua New Guinea,#Global,confirmed,1.0000000000021811,,-1.0,
Papua New Guinea,#Global,recovered,0.0,,-1.0,
Papua New Guinea,#Global,deaths,0.0,,-1.0,
Paraguay,#Global,confirmed,1.0000000000021811,,-1.0,
Paraguay,#Global,recovered,0.0,,-1.0,
Paraguay,#Global,deaths,0.0,,-1.0,
Peru,#Global,confirmed,1.0000000000021811,,-1.0,
Peru,#Global,recovered,0.0,,-1.0,
Peru,#Global,deaths,0.0,,-1.0,
Philippines,#Global,confirmed,1.0000000000021811,,-1.0,
Philippines,#Global,recovered,0.0,,-1.0,
Philippines,#Global,deaths,0.0,,-1.0,
Poland,#Global,confirmed,1.0000000000021811,,-1.0,
Poland,#Global,recovered,0.0,,-1.0,
Poland,#Global,deaths,0.0,,-1.0,
Portugal,#Global,confirmed,2.0000000000043623,,-1.0,
Portugal,#Global,recovered,0.0,,-1.0,
Portugal,#Global,deaths,0.0,,-1.0,
Republic of the Congo,#Global,confirmed,1.0000000000021811,,-1.0,
Republic of the Congo,#Global,recovered,0.0,,-1.0,
Republic of the Congo,#Global,deaths,0.0,,-1.0,
Rwanda,#Global,confirmed,1.0000000000021811,,-1.0,
Rwanda,#Global,recovered,0.0,,-1.0,
Rwanda,#Global,deaths,0.0,,-1.0,
Romania,#Global,confirmed,1.0000000000021811,,-1.0,
Romania,#Global,recovered,0.0,,-1.0,
Romania,#Global,deaths,0.0,,-1.0,
Russia,#Global,confirmed,2.0000000000043623,,-1.0,
Russia,#Global,recovered,0.0,,-1.0,
Russia,#Global,deaths,0.0,,-1.0,
Zambia,#Global,confirmed,2.0000000000043623,,-1.0,
Zambia,#Global,recovered,0.0,,-1.0,
Zambia,#Global,deaths,0.0,,-1.0,
San Marino,#Global,confirmed,1.0000000000021811,,-1.0,
San Marino,#Global,recovered,0.0,,-1.0,
San Marino,#Global,deaths,0.0,,-1.0,
Saudi Arabia,#Global,confirmed,1.0000000000021811,,-1.0,
Saudi Arabia,#Global,recovered,0.0,,-1.0,
Saudi Arabia,#Global,deaths,0.0,,-1.0,
Sweden,#Global,confirmed,1.0000000000021811,,-1.0,
Sweden,#Global,recovered,0.0,,-1.0,
Sweden,#Global,deaths,0.0,,-1.0,
Switzerland,#Global,confirmed,1.0000000000021811,,-1.0,
Switzerland,#Global,recovered,0.0,,-1.0,
Switzerland,#Global,deaths,0.0,,-1.0,
Senegal,#Global,confirmed,1.0000000000021811,,-1.0,
Senegal,#Global,recovered,0.0,,-1.0,
Senegal,#Global,deaths,0.0,,-1.0,
Serbia,#Global,confirmed,1.0000000000021811,,-1.0,
Serbia,#Global,recovered,0.0,,-1.0,
Serbia,#Global,deaths,0.0,,-1.0,
Seychelles,#Global,confirmed,2.0000000000043623,,-1.0,
Seychelles,#Global,recovered,0.0,,-1.0,
Seychelles,#Global,deaths,0.0,,-1.0,
Sierra Leone,#Global,confirmed,1.0000000000021811,,-1.0,
Sierra Leone,#Global,recovered,0.0,,-1.0,
Sierra Leone,#Global,deaths,0.0,,-1.0,
Zimbabwe,#Global,confirmed,1.0000000000021811,,-1.0,
Zimbabwe,#Global,recovered,0.0,,-1.0,
Zimbabwe,#Global,deaths,0.0,,-1.0,
Singapore,#Global,confirmed,1.0000000000021811,,-1.0,
Singapore,#Global,recovered,0.0,,-1.0,
Singapore,#Global,deaths,0.0,,-1.0,
Slovakia,#Global,confirmed,1.0000000000021811,,-1.0,
Slovakia,#Global,recovered,0.0,,-1.0,
Slovakia,#Global,deaths,0.0,,-1.0,
Slovenia,#Global,confirmed,2.0000000000043623,,-1.0,
Slovenia,#Global,recovered,0.0,,-1.0,
Slovenia,#Global,deaths,0.0,,-1.0,
Somalia,#Global,confirmed,1.0000000000021811,,-1.0,
Somalia,#Global,recovered,0.0,,-1.0,
Somalia,#Global,deaths,0.0,,-1.0,
Spain,#Global,confirmed,1.0000000000021811,,-1.0,
Spain,#Global,recovered,0.0,,-1.0,
Spain,#Global,deaths,0.0,,-1.0,
Sri Lanka,#Global,confirmed,1.0000000000021811,,-1.0,
Sri Lanka,#Global,recovered,0.0,,-1.0,
Sri Lanka,#Global,deaths,0.0,,-1.0,
St. Kitts and Nevis,#Global,confirmed,2.0000000000043623,,-1.0,
St. Kitts and Nevis,#Global,recovered,0.0,,-1.0,
St. Kitts and Nevis,#Global,deaths,0.0,,-1.0,
St. Lucia,#Global,confirmed,1.0000000000021811,,-1.0,
St. Lucia,#Global,recovered,0.0,,-1.0,
St. Lucia,#Global,deaths,0.0,,-1.0,
Saint Vincent and the Grenadines,#Global,confirmed,1.0000000000021811,,-1.0,
Saint Vincent and the Grenadines,#Global,recovered,0.0,,-1.0,
Saint Vincent and the Grenadines,#Global,deaths,0.0,,-1.0,
Sudan,#Global,confirmed,1.0000000000021811,,-1.0,
Sudan,#Global,recovered,0.0,,-1.0,
Sudan,#Global,deaths,1.0000000000021811,,-1.0,
Suriname,#Global,confirmed,1.0000000000021811,,-1.0,
Suriname,#Global,recovered,0.0,,-1.0,
Suriname,#Global,deaths,0.0,,-1.0,
Syria,#Global,confirmed,1.0000000000021811,,-1.0,
Syria,#Global,recovered,0.0,,-1.0,
Syria,#Global,deaths,0.0,,-1.0,
São Tomé and Príncipe,#Global,confirmed,4.000000000008725,,-1.0,
São Tomé and Príncipe,#Global,recovered,0.0,,-1.0,
São Tomé and Príncipe,#Global,deaths,0.0,,-1.0,
South Africa,#Global,confirmed,1.0000000000021811,,-1.0,
South Africa,#Global,recovered,0.0,,-1.0,
South Africa,#Global,deaths,0.0,,-1.0,
South Korea,#Global,confirmed,1.0000000000021811,,-1.0,
South Korea,#Global,recovered,0.0,,-1.0,
South Korea,#Global,deaths,0.0,,-1.0,
South Sudan,#Global,confirmed,1.0000000000021811,,-1.0,
South Sudan,#Global,recovered,0.0,,-1.0,
South Sudan,#Global,deaths,0.0,,-1.0,
Tajikistan,#Global,confirmed,15.000000000032715,,-1.0,
Tajikistan,#Global,recovered,0.0,,-1.0,
Tajikistan,#Global,deaths,0.0,,-1.0,
Taiwan,#Global,confirmed,1.0000000000021811,,-1.0,
Taiwan,#Global,recovered,0.0,,-1.0,
Taiwan,#Global,deaths,0.0,,-1.0,
Tanzania,#Global,confirmed,1.0000000000021811,,-1.0,
Tanzania,#Global,recovered,0.0,,-1.0,
Tanzania,#Global,deaths,0.0,,-1.0,
Thailand,#Global,confirmed,2.0000000000043623,,-1.0,
Thailand,#Global,recovered,0.0,,-1.0,
Thailand,#Global,deaths,0.0,,-1.0,
Togo,#Global,confirmed,1.0000000000021811,,-1.0,
Togo,#Global,recovered,0.0,,-1.0,
Togo,#Global,deaths,0.0,,-1.0,
Trinidad and Tobago,#Global,confirmed,1.0000000000021811,,-1.0,
Trinidad and Tobago,#Global,recovered,0.0,,-1.0,
Trinidad and Tobago,#Global,deaths,0.0,,-1.0,
Chad,#Global,confirmed,1.0000000000021811,,-1.0,
Chad,#Global,recovered,0.0,,-1.0,
Chad,#Global,deaths,0.0,,-1.0,
Czechia,#Global,confirmed,3.000000000006544,,-1.0,
Czechia,#Global,recovered,0.0,,-1.0,
Czechia,#Global,deaths,0.0,,-1.0,
Tunisia,#Global,confirmed,1.0000000000021811,,-1.0,
Tunisia,#Global,recovered,0.0,,-1.0,
Tunisia,#Global,deaths,0.0,,-1.0,
Turkey,#Global,confirmed,1.0000000000021811,,-1.0,
Turkey,#Global,recovered,0.0,,-1.0,
Turkey,#Global,deaths,0.0,,-1.0,
USA,#Global,confirmed,0.0,,-1.0,
USA,#Global,recovered,0.0,,-1.0,
USA,#Global,deaths,0.0,,-1.0,
Uganda,#Global,confirmed,1.0000000000021811,,-1.0,
Uganda,#Global,recovered,0.0,,-1.0,
Uganda,#Global,deaths,0.0,,-1.0,
Ukraine,#Global,confirmed,1.0000000000021811,,-1.0,
Ukraine,#Global,recovered,0.0,,-1.0,
Ukraine,#Global,deaths,0.0,,-1.0,
Hungary,#Global,confirmed,2.0000000000043623,,-1.0,
Hungary,#Global,recovered,0.0,,-1.0,
