region,parent_region,subset,amplitude values,amplitude stderr,center values,center stderr,sigma values,sigma stderr
Kuwait,#Global,recovered,98041.47438314054,1173.7841566616978,179.51026796264435,1.0052691407059793,28.11183029357062,0.6288735914819961
Kyrgyzstan,#Global,confirmed,44973.66905194632,201.26563204291523,179.20710430838125,0.25107576944397164,9.089253742227744,0.21498669648238758
Kyrgyzstan,#Global,deaths,1195.1206039290532,11.875448358651918,177.61903516539792,0.17508014855280407,0.6667096308266917,0.1533478135729968
Kyrgyzstan,#Global,recovered,40959.99550770435,206.9630048867067,188.16532515646924,0.265617990881432,9.632710262097794,0.22517165387419263
Laos,#Global,confirmed,20.22848149339454,0.10490801683693257,71.30712325921431,0.3824715097194261,5.211917854702076,0.3350592950031598
Laos,#Global,recovered,19.981685904013794,0.1018277635966102,107.1868029736863,0.479352727448765,11.94196183757472,0.415128402198043
Latvia,#Global,confirmed,1380.7746415873614,17.062293975335496,95.48288831745396,1.5864259401207832,25.867611488715795,1.3494232853140142
Latvia,#Global,deaths,33.40470461174411,0.19657053265359153,110.56592689809533,0.6385120796802523,18.461704646261513,0.5450423779127047
Latvia,#Global,recovered,1155.2484066393354,8.931822953350505,119.78217775001713,0.8231787090958183,20.072474738252016,0.6959494396905341
Lebanon,#Global,confirmed,112165.7443839334,7428.220108503188,267.4710350261848,2.763986312052124,25.3605694785073,0.430717899691953
Lebanon,#Global,deaths,4902704.3004062865,1555257296.8202136,600.0014794233712,11645.915035773152,36.696317242944964,0.6062143625066025
Lebanon,#Global,recovered,315528182.84626657,73587868254.37794,500.24702150378926,5900.663447846543,25.30253289133557,0.28520947645661354
Lesotho,#Global,confirmed,1610.0546751379495,24.695442670948097,204.3745756056281,0.852643349617894,18.259952955272905,0.5469934598741
Lesotho,#Global,deaths,33.722975608387685,0.18754835861510252,193.50274493051143,0.26886421677976846,8.809933845609045,0.22805206787475468
Lesotho,#Global,recovered,1010.2042007725696,28.907498861604648,223.56021237815122,1.3169682593131449,17.852692085437596,0.6369356998829308
Liberia,#Global,confirmed,1358.2874468030554,4.895171883622379,153.5021060322657,0.3147501850440923,20.248573763386872,0.2558556582015023
